Participant,List,Item,Verb,Whether,KnowledgeState,Score,Factivity,Slifting,Counts,Freq,Frequency
133,12,5,infer,-0.875119202,noknowledge,6,0.5875,2.110279556,1315,2.31E-06,-5.637218547
133,12,6,overwhelm,0.263912746,noknowledge,6,0.8875,-4.028287797,1482,2.60E-06,-5.585296096
133,12,7,resent,-0.613800739,noknowledge,5,0.9875,-1.132544375,1969,3.45E-06,-5.461898584
133,12,8,understand,-2.129391819,noknowledge,5,0.8375,2.373216403,119068,0.000208762,-3.680349241
134,12,1,anger,-1.616885472,knowledge,2,0.8875,-4.539540147,23087,4.05E-05,-4.392776797
134,12,2,cackle,-2.663774898,knowledge,1,0.75,1.621103844,277,4.86E-07,-6.313664531
134,12,3,depress,-1.22373775,knowledge,4,0.9,-2.104016567,475,8.33E-07,-6.07945069
134,12,4,exasperate,-1.83016862,knowledge,3,0.85,-1.178937702,38,6.66E-08,-7.176360703
134,12,5,infer,-0.875119202,noknowledge,4,0.5875,2.110279556,1315,2.31E-06,-5.637218547
134,12,6,overwhelm,0.263912746,noknowledge,3,0.8875,-4.028287797,1482,2.60E-06,-5.585296096
134,12,7,resent,-0.613800739,noknowledge,6,0.9875,-1.132544375,1969,3.45E-06,-5.461898584
134,12,8,understand,-2.129391819,noknowledge,6,0.8375,2.373216403,119068,0.000208762,-3.680349241
135,12,1,anger,-1.616885472,knowledge,2,0.8875,-4.539540147,23087,4.05E-05,-4.392776797
135,12,2,cackle,-2.663774898,knowledge,6,0.75,1.621103844,277,4.86E-07,-6.313664531
135,12,3,depress,-1.22373775,knowledge,2,0.9,-2.104016567,475,8.33E-07,-6.07945069
135,12,4,exasperate,-1.83016862,knowledge,3,0.85,-1.178937702,38,6.66E-08,-7.176360703
135,12,5,infer,-0.875119202,noknowledge,3,0.5875,2.110279556,1315,2.31E-06,-5.637218547
135,12,6,overwhelm,0.263912746,noknowledge,2,0.8875,-4.028287797,1482,2.60E-06,-5.585296096
135,12,7,resent,-0.613800739,noknowledge,5,0.9875,-1.132544375,1969,3.45E-06,-5.461898584
135,12,8,understand,-2.129391819,noknowledge,7,0.8375,2.373216403,119068,0.000208762,-3.680349241
136,12,1,anger,-1.616885472,noknowledge,4,0.8875,-4.539540147,23087,4.05E-05,-4.392776797
136,12,2,cackle,-2.663774898,noknowledge,2,0.75,1.621103844,277,4.86E-07,-6.313664531
136,12,3,depress,-1.22373775,noknowledge,2,0.9,-2.104016567,475,8.33E-07,-6.07945069
136,12,4,exasperate,-1.83016862,noknowledge,3,0.85,-1.178937702,38,6.66E-08,-7.176360703
136,12,5,infer,-0.875119202,knowledge,2,0.5875,2.110279556,1315,2.31E-06,-5.637218547
136,12,6,overwhelm,0.263912746,knowledge,3,0.8875,-4.028287797,1482,2.60E-06,-5.585296096
136,12,7,resent,-0.613800739,knowledge,3,0.9875,-1.132544375,1969,3.45E-06,-5.461898584
136,12,8,understand,-2.129391819,knowledge,7,0.8375,2.373216403,119068,0.000208762,-3.680349241
137,12,1,anger,-1.616885472,noknowledge,2,0.8875,-4.539540147,23087,4.05E-05,-4.392776797
137,12,2,cackle,-2.663774898,noknowledge,1,0.75,1.621103844,277,4.86E-07,-6.313664531
137,12,3,depress,-1.22373775,noknowledge,2,0.9,-2.104016567,475,8.33E-07,-6.07945069
137,12,4,exasperate,-1.83016862,noknowledge,2,0.85,-1.178937702,38,6.66E-08,-7.176360703
137,12,5,infer,-0.875119202,knowledge,3,0.5875,2.110279556,1315,2.31E-06,-5.637218547
137,12,6,overwhelm,0.263912746,knowledge,6,0.8875,-4.028287797,1482,2.60E-06,-5.585296096
137,12,7,resent,-0.613800739,knowledge,3,0.9875,-1.132544375,1969,3.45E-06,-5.461898584
137,12,8,understand,-2.129391819,knowledge,7,0.8375,2.373216403,119068,0.000208762,-3.680349241
138,12,1,anger,-1.616885472,noknowledge,5,0.8875,-4.539540147,23087,4.05E-05,-4.392776797
138,12,2,cackle,-2.663774898,noknowledge,4,0.75,1.621103844,277,4.86E-07,-6.313664531
138,12,3,depress,-1.22373775,noknowledge,2,0.9,-2.104016567,475,8.33E-07,-6.07945069
138,12,4,exasperate,-1.83016862,noknowledge,5,0.85,-1.178937702,38,6.66E-08,-7.176360703
138,12,5,infer,-0.875119202,knowledge,5,0.5875,2.110279556,1315,2.31E-06,-5.637218547
138,12,6,overwhelm,0.263912746,knowledge,3,0.8875,-4.028287797,1482,2.60E-06,-5.585296096
138,12,7,resent,-0.613800739,knowledge,5,0.9875,-1.132544375,1969,3.45E-06,-5.461898584
138,12,8,understand,-2.129391819,knowledge,6,0.8375,2.373216403,119068,0.000208762,-3.680349241
139,12,1,anger,-1.616885472,noknowledge,7,0.8875,-4.539540147,23087,4.05E-05,-4.392776797
139,12,2,cackle,-2.663774898,noknowledge,1,0.75,1.621103844,277,4.86E-07,-6.313664531
139,12,3,depress,-1.22373775,noknowledge,5,0.9,-2.104016567,475,8.33E-07,-6.07945069
139,12,4,exasperate,-1.83016862,noknowledge,7,0.85,-1.178937702,38,6.66E-08,-7.176360703
139,12,5,infer,-0.875119202,knowledge,2,0.5875,2.110279556,1315,2.31E-06,-5.637218547
139,12,6,overwhelm,0.263912746,knowledge,4,0.8875,-4.028287797,1482,2.60E-06,-5.585296096
139,12,7,resent,-0.613800739,knowledge,4,0.9875,-1.132544375,1969,3.45E-06,-5.461898584
139,12,8,understand,-2.129391819,knowledge,7,0.8375,2.373216403,119068,0.000208762,-3.680349241
140,12,1,anger,-1.616885472,noknowledge,5,0.8875,-4.539540147,23087,4.05E-05,-4.392776797
140,12,2,cackle,-2.663774898,noknowledge,3,0.75,1.621103844,277,4.86E-07,-6.313664531
140,12,3,depress,-1.22373775,noknowledge,3,0.9,-2.104016567,475,8.33E-07,-6.07945069
140,12,4,exasperate,-1.83016862,noknowledge,6,0.85,-1.178937702,38,6.66E-08,-7.176360703
140,12,5,infer,-0.875119202,knowledge,3,0.5875,2.110279556,1315,2.31E-06,-5.637218547
140,12,6,overwhelm,0.263912746,knowledge,3,0.8875,-4.028287797,1482,2.60E-06,-5.585296096
140,12,7,resent,-0.613800739,knowledge,5,0.9875,-1.132544375,1969,3.45E-06,-5.461898584
140,12,8,understand,-2.129391819,knowledge,7,0.8375,2.373216403,119068,0.000208762,-3.680349241
141,13,1,anguish,-4.291181657,knowledge,3,0.8875,-0.857369832,2562,4.49E-06,-5.347565174
141,13,2,chant,-5.571760529,knowledge,1,0.6875,0.209611603,1976,3.46E-06,-5.46035736
141,13,3,despise,-1.983928063,knowledge,5,0.8875,-1.84019048,959,1.68E-06,-5.774325693
141,13,4,excite,-1.182490207,knowledge,3,0.95,-2.106661128,1066,1.87E-06,-5.728387095
141,13,5,inform,0.197859463,noknowledge,6,0.8875,-2.77910067,6940,1.22E-05,-4.914784829
141,13,6,perceive,-1.840314484,noknowledge,3,0.5375,1.518947581,6787,1.19E-05,-4.924466451
141,13,7,ruminate,-2.419119184,noknowledge,2,0.6125,0.756766478,130,2.28E-07,-6.642200947
141,13,8,unnerve,-1.07018601,noknowledge,6,0.9125,-1.025755272,123,2.16E-07,-6.666239188
142,13,1,anguish,-4.291181657,knowledge,3,0.8875,-0.857369832,2562,4.49E-06,-5.347565174
142,13,2,chant,-5.571760529,knowledge,5,0.6875,0.209611603,1976,3.46E-06,-5.46035736
142,13,3,despise,-1.983928063,knowledge,5,0.8875,-1.84019048,959,1.68E-06,-5.774325693
142,13,4,excite,-1.182490207,knowledge,6,0.95,-2.106661128,1066,1.87E-06,-5.728387095
142,13,5,inform,0.197859463,noknowledge,5,0.8875,-2.77910067,6940,1.22E-05,-4.914784829
142,13,6,perceive,-1.840314484,noknowledge,6,0.5375,1.518947581,6787,1.19E-05,-4.924466451
142,13,7,ruminate,-2.419119184,noknowledge,6,0.6125,0.756766478,130,2.28E-07,-6.642200947
142,13,8,unnerve,-1.07018601,noknowledge,3,0.9125,-1.025755272,123,2.16E-07,-6.666239188
143,13,1,anguish,-4.291181657,knowledge,1,0.8875,-0.857369832,2562,4.49E-06,-5.347565174
143,13,2,chant,-5.571760529,knowledge,1,0.6875,0.209611603,1976,3.46E-06,-5.46035736
143,13,3,despise,-1.983928063,knowledge,2,0.8875,-1.84019048,959,1.68E-06,-5.774325693
143,13,4,excite,-1.182490207,knowledge,7,0.95,-2.106661128,1066,1.87E-06,-5.728387095
143,13,5,inform,0.197859463,noknowledge,7,0.8875,-2.77910067,6940,1.22E-05,-4.914784829
143,13,6,perceive,-1.840314484,noknowledge,6,0.5375,1.518947581,6787,1.19E-05,-4.924466451
143,13,7,ruminate,-2.419119184,noknowledge,2,0.6125,0.756766478,130,2.28E-07,-6.642200947
143,13,8,unnerve,-1.07018601,noknowledge,5,0.9125,-1.025755272,123,2.16E-07,-6.666239188
144,13,1,anguish,-4.291181657,knowledge,1,0.8875,-0.857369832,2562,4.49E-06,-5.347565174
144,13,2,chant,-5.571760529,knowledge,1,0.6875,0.209611603,1976,3.46E-06,-5.46035736
144,13,3,despise,-1.983928063,knowledge,1,0.8875,-1.84019048,959,1.68E-06,-5.774325693
144,13,4,excite,-1.182490207,knowledge,2,0.95,-2.106661128,1066,1.87E-06,-5.728387095
144,13,5,inform,0.197859463,noknowledge,6,0.8875,-2.77910067,6940,1.22E-05,-4.914784829
144,13,6,perceive,-1.840314484,noknowledge,6,0.5375,1.518947581,6787,1.19E-05,-4.924466451
144,13,7,ruminate,-2.419119184,noknowledge,1,0.6125,0.756766478,130,2.28E-07,-6.642200947
144,13,8,unnerve,-1.07018601,noknowledge,1,0.9125,-1.025755272,123,2.16E-07,-6.666239188
145,13,1,anguish,-4.291181657,knowledge,1,0.8875,-0.857369832,2562,4.49E-06,-5.347565174
145,13,2,chant,-5.571760529,knowledge,2,0.6875,0.209611603,1976,3.46E-06,-5.46035736
145,13,3,despise,-1.983928063,knowledge,5,0.8875,-1.84019048,959,1.68E-06,-5.774325693
145,13,4,excite,-1.182490207,knowledge,3,0.95,-2.106661128,1066,1.87E-06,-5.728387095
145,13,5,inform,0.197859463,noknowledge,7,0.8875,-2.77910067,6940,1.22E-05,-4.914784829
145,13,6,perceive,-1.840314484,noknowledge,6,0.5375,1.518947581,6787,1.19E-05,-4.924466451
145,13,7,ruminate,-2.419119184,noknowledge,3,0.6125,0.756766478,130,2.28E-07,-6.642200947
145,13,8,unnerve,-1.07018601,noknowledge,6,0.9125,-1.025755272,123,2.16E-07,-6.666239188
146,13,1,anguish,-4.291181657,noknowledge,4,0.8875,-0.857369832,2562,4.49E-06,-5.347565174
146,13,2,chant,-5.571760529,noknowledge,5,0.6875,0.209611603,1976,3.46E-06,-5.46035736
146,13,3,despise,-1.983928063,noknowledge,2,0.8875,-1.84019048,959,1.68E-06,-5.774325693
146,13,4,excite,-1.182490207,noknowledge,5,0.95,-2.106661128,1066,1.87E-06,-5.728387095
146,13,5,inform,0.197859463,knowledge,4,0.8875,-2.77910067,6940,1.22E-05,-4.914784829
146,13,6,perceive,-1.840314484,knowledge,6,0.5375,1.518947581,6787,1.19E-05,-4.924466451
146,13,7,ruminate,-2.419119184,knowledge,5,0.6125,0.756766478,130,2.28E-07,-6.642200947
146,13,8,unnerve,-1.07018601,knowledge,3,0.9125,-1.025755272,123,2.16E-07,-6.666239188
147,13,1,anguish,-4.291181657,noknowledge,1,0.8875,-0.857369832,2562,4.49E-06,-5.347565174
147,13,2,chant,-5.571760529,noknowledge,1,0.6875,0.209611603,1976,3.46E-06,-5.46035736
147,13,3,despise,-1.983928063,noknowledge,4,0.8875,-1.84019048,959,1.68E-06,-5.774325693
147,13,4,excite,-1.182490207,noknowledge,7,0.95,-2.106661128,1066,1.87E-06,-5.728387095
147,13,5,inform,0.197859463,knowledge,3,0.8875,-2.77910067,6940,1.22E-05,-4.914784829
147,13,6,perceive,-1.840314484,knowledge,3,0.5375,1.518947581,6787,1.19E-05,-4.924466451
147,13,7,ruminate,-2.419119184,knowledge,1,0.6125,0.756766478,130,2.28E-07,-6.642200947
147,13,8,unnerve,-1.07018601,knowledge,3,0.9125,-1.025755272,123,2.16E-07,-6.666239188
148,13,1,anguish,-4.291181657,noknowledge,NA,0.8875,-0.857369832,2562,4.49E-06,-5.347565174
148,13,2,chant,-5.571760529,noknowledge,NA,0.6875,0.209611603,1976,3.46E-06,-5.46035736
148,13,3,despise,-1.983928063,noknowledge,NA,0.8875,-1.84019048,959,1.68E-06,-5.774325693
148,13,4,excite,-1.182490207,noknowledge,NA,0.95,-2.106661128,1066,1.87E-06,-5.728387095
148,13,5,inform,0.197859463,knowledge,NA,0.8875,-2.77910067,6940,1.22E-05,-4.914784829
148,13,6,perceive,-1.840314484,knowledge,NA,0.5375,1.518947581,6787,1.19E-05,-4.924466451
148,13,7,ruminate,-2.419119184,knowledge,NA,0.6125,0.756766478,130,2.28E-07,-6.642200947
148,13,8,unnerve,-1.07018601,knowledge,NA,0.9125,-1.025755272,123,2.16E-07,-6.666239188
149,13,1,anguish,-4.291181657,noknowledge,3,0.8875,-0.857369832,2562,4.49E-06,-5.347565174
149,13,2,chant,-5.571760529,noknowledge,2,0.6875,0.209611603,1976,3.46E-06,-5.46035736
149,13,3,despise,-1.983928063,noknowledge,5,0.8875,-1.84019048,959,1.68E-06,-5.774325693
149,13,4,excite,-1.182490207,noknowledge,6,0.95,-2.106661128,1066,1.87E-06,-5.728387095
149,13,5,inform,0.197859463,knowledge,2,0.8875,-2.77910067,6940,1.22E-05,-4.914784829
149,13,6,perceive,-1.840314484,knowledge,3,0.5375,1.518947581,6787,1.19E-05,-4.924466451
149,13,7,ruminate,-2.419119184,knowledge,1,0.6125,0.756766478,130,2.28E-07,-6.642200947
149,13,8,unnerve,-1.07018601,knowledge,3,0.9125,-1.025755272,123,2.16E-07,-6.666239188
150,13,1,anguish,-4.291181657,noknowledge,3,0.8875,-0.857369832,2562,4.49E-06,-5.347565174
150,13,2,chant,-5.571760529,noknowledge,2,0.6875,0.209611603,1976,3.46E-06,-5.46035736
150,13,3,despise,-1.983928063,noknowledge,4,0.8875,-1.84019048,959,1.68E-06,-5.774325693
150,13,4,excite,-1.182490207,noknowledge,2,0.95,-2.106661128,1066,1.87E-06,-5.728387095
150,13,5,inform,0.197859463,knowledge,3,0.8875,-2.77910067,6940,1.22E-05,-4.914784829
150,13,6,perceive,-1.840314484,knowledge,3,0.5375,1.518947581,6787,1.19E-05,-4.924466451
150,13,7,ruminate,-2.419119184,knowledge,4,0.6125,0.756766478,130,2.28E-07,-6.642200947
150,13,8,unnerve,-1.07018601,knowledge,2,0.9125,-1.025755272,123,2.16E-07,-6.666239188
151,14,1,announce,-2.051004772,knowledge,4,0.8125,0.966508739,6141,1.08E-05,-4.967905202
151,14,2,cheer,-1.938569205,knowledge,2,0.8625,0.598669061,4523,7.93E-06,-5.100717712
151,14,3,detect,-2.6876353,knowledge,3,0.75,0.924060096,8524,1.49E-05,-4.825500859
151,14,4,exhilarate,-2.761960365,knowledge,4,0.9125,-2.933721306,16,2.81E-08,-7.552024317
151,14,5,infuriate,-1.455588795,noknowledge,6,0.8375,-4.456536322,168,2.95E-07,-6.530835018
151,14,6,perplex,-2.477572818,noknowledge,3,0.8625,-2.957518962,60,1.05E-07,-6.977993049
151,14,7,sadden,-0.588779153,noknowledge,5,0.9625,-2.178746147,41,7.19E-08,-7.143360443
151,14,8,unsettle,-4.240774532,noknowledge,5,0.875,-5.364597877,193,3.38E-07,-6.470586991
152,14,1,announce,-2.051004772,knowledge,3,0.8125,0.966508739,6141,1.08E-05,-4.967905202
152,14,2,cheer,-1.938569205,knowledge,4,0.8625,0.598669061,4523,7.93E-06,-5.100717712
152,14,3,detect,-2.6876353,knowledge,5,0.75,0.924060096,8524,1.49E-05,-4.825500859
152,14,4,exhilarate,-2.761960365,knowledge,5,0.9125,-2.933721306,16,2.81E-08,-7.552024317
152,14,5,infuriate,-1.455588795,noknowledge,3,0.8375,-4.456536322,168,2.95E-07,-6.530835018
152,14,6,perplex,-2.477572818,noknowledge,4,0.8625,-2.957518962,60,1.05E-07,-6.977993049
152,14,7,sadden,-0.588779153,noknowledge,7,0.9625,-2.178746147,41,7.19E-08,-7.143360443
152,14,8,unsettle,-4.240774532,noknowledge,2,0.875,-5.364597877,193,3.38E-07,-6.470586991
153,14,1,announce,-2.051004772,knowledge,3,0.8125,0.966508739,6141,1.08E-05,-4.967905202
153,14,2,cheer,-1.938569205,knowledge,1,0.8625,0.598669061,4523,7.93E-06,-5.100717712
153,14,3,detect,-2.6876353,knowledge,2,0.75,0.924060096,8524,1.49E-05,-4.825500859
153,14,4,exhilarate,-2.761960365,knowledge,6,0.9125,-2.933721306,16,2.81E-08,-7.552024317
153,14,5,infuriate,-1.455588795,noknowledge,7,0.8375,-4.456536322,168,2.95E-07,-6.530835018
153,14,6,perplex,-2.477572818,noknowledge,6,0.8625,-2.957518962,60,1.05E-07,-6.977993049
153,14,7,sadden,-0.588779153,noknowledge,6,0.9625,-2.178746147,41,7.19E-08,-7.143360443
153,14,8,unsettle,-4.240774532,noknowledge,7,0.875,-5.364597877,193,3.38E-07,-6.470586991
154,14,1,announce,-2.051004772,knowledge,2,0.8125,0.966508739,6141,1.08E-05,-4.967905202
154,14,2,cheer,-1.938569205,knowledge,2,0.8625,0.598669061,4523,7.93E-06,-5.100717712
154,14,3,detect,-2.6876353,knowledge,6,0.75,0.924060096,8524,1.49E-05,-4.825500859
154,14,4,exhilarate,-2.761960365,knowledge,6,0.9125,-2.933721306,16,2.81E-08,-7.552024317
154,14,5,infuriate,-1.455588795,noknowledge,6,0.8375,-4.456536322,168,2.95E-07,-6.530835018
154,14,6,perplex,-2.477572818,noknowledge,7,0.8625,-2.957518962,60,1.05E-07,-6.977993049
154,14,7,sadden,-0.588779153,noknowledge,7,0.9625,-2.178746147,41,7.19E-08,-7.143360443
154,14,8,unsettle,-4.240774532,noknowledge,1,0.875,-5.364597877,193,3.38E-07,-6.470586991
155,14,1,announce,-2.051004772,knowledge,1,0.8125,0.966508739,6141,1.08E-05,-4.967905202
155,14,2,cheer,-1.938569205,knowledge,1,0.8625,0.598669061,4523,7.93E-06,-5.100717712
155,14,3,detect,-2.6876353,knowledge,1,0.75,0.924060096,8524,1.49E-05,-4.825500859
155,14,4,exhilarate,-2.761960365,knowledge,6,0.9125,-2.933721306,16,2.81E-08,-7.552024317
155,14,5,infuriate,-1.455588795,noknowledge,5,0.8375,-4.456536322,168,2.95E-07,-6.530835018
155,14,6,perplex,-2.477572818,noknowledge,6,0.8625,-2.957518962,60,1.05E-07,-6.977993049
155,14,7,sadden,-0.588779153,noknowledge,2,0.9625,-2.178746147,41,7.19E-08,-7.143360443
155,14,8,unsettle,-4.240774532,noknowledge,3,0.875,-5.364597877,193,3.38E-07,-6.470586991
156,14,1,announce,-2.051004772,noknowledge,2,0.8125,0.966508739,6141,1.08E-05,-4.967905202
156,14,2,cheer,-1.938569205,noknowledge,1,0.8625,0.598669061,4523,7.93E-06,-5.100717712
156,14,3,detect,-2.6876353,noknowledge,2,0.75,0.924060096,8524,1.49E-05,-4.825500859
156,14,4,exhilarate,-2.761960365,noknowledge,3,0.9125,-2.933721306,16,2.81E-08,-7.552024317
156,14,5,infuriate,-1.455588795,knowledge,2,0.8375,-4.456536322,168,2.95E-07,-6.530835018
156,14,6,perplex,-2.477572818,knowledge,3,0.8625,-2.957518962,60,1.05E-07,-6.977993049
156,14,7,sadden,-0.588779153,knowledge,1,0.9625,-2.178746147,41,7.19E-08,-7.143360443
156,14,8,unsettle,-4.240774532,knowledge,2,0.875,-5.364597877,193,3.38E-07,-6.470586991
157,14,1,announce,-2.051004772,noknowledge,3,0.8125,0.966508739,6141,1.08E-05,-4.967905202
157,14,2,cheer,-1.938569205,noknowledge,3,0.8625,0.598669061,4523,7.93E-06,-5.100717712
157,14,3,detect,-2.6876353,noknowledge,4,0.75,0.924060096,8524,1.49E-05,-4.825500859
157,14,4,exhilarate,-2.761960365,noknowledge,3,0.9125,-2.933721306,16,2.81E-08,-7.552024317
157,14,5,infuriate,-1.455588795,knowledge,2,0.8375,-4.456536322,168,2.95E-07,-6.530835018
157,14,6,perplex,-2.477572818,knowledge,5,0.8625,-2.957518962,60,1.05E-07,-6.977993049
157,14,7,sadden,-0.588779153,knowledge,5,0.9625,-2.178746147,41,7.19E-08,-7.143360443
157,14,8,unsettle,-4.240774532,knowledge,1,0.875,-5.364597877,193,3.38E-07,-6.470586991
158,14,1,announce,-2.051004772,noknowledge,4,0.8125,0.966508739,6141,1.08E-05,-4.967905202
158,14,2,cheer,-1.938569205,noknowledge,1,0.8625,0.598669061,4523,7.93E-06,-5.100717712
158,14,3,detect,-2.6876353,noknowledge,4,0.75,0.924060096,8524,1.49E-05,-4.825500859
158,14,4,exhilarate,-2.761960365,noknowledge,3,0.9125,-2.933721306,16,2.81E-08,-7.552024317
158,14,5,infuriate,-1.455588795,knowledge,2,0.8375,-4.456536322,168,2.95E-07,-6.530835018
158,14,6,perplex,-2.477572818,knowledge,5,0.8625,-2.957518962,60,1.05E-07,-6.977993049
158,14,7,sadden,-0.588779153,knowledge,4,0.9625,-2.178746147,41,7.19E-08,-7.143360443
158,14,8,unsettle,-4.240774532,knowledge,3,0.875,-5.364597877,193,3.38E-07,-6.470586991
159,14,1,announce,-2.051004772,noknowledge,2,0.8125,0.966508739,6141,1.08E-05,-4.967905202
159,14,2,cheer,-1.938569205,noknowledge,4,0.8625,0.598669061,4523,7.93E-06,-5.100717712
159,14,3,detect,-2.6876353,noknowledge,2,0.75,0.924060096,8524,1.49E-05,-4.825500859
159,14,4,exhilarate,-2.761960365,noknowledge,7,0.9125,-2.933721306,16,2.81E-08,-7.552024317
159,14,5,infuriate,-1.455588795,knowledge,4,0.8375,-4.456536322,168,2.95E-07,-6.530835018
159,14,6,perplex,-2.477572818,knowledge,4,0.8625,-2.957518962,60,1.05E-07,-6.977993049
159,14,7,sadden,-0.588779153,knowledge,7,0.9625,-2.178746147,41,7.19E-08,-7.143360443
159,14,8,unsettle,-4.240774532,knowledge,2,0.875,-5.364597877,193,3.38E-07,-6.470586991
160,14,1,announce,-2.051004772,noknowledge,4,0.8125,0.966508739,6141,1.08E-05,-4.967905202
160,14,2,cheer,-1.938569205,noknowledge,1,0.8625,0.598669061,4523,7.93E-06,-5.100717712
160,14,3,detect,-2.6876353,noknowledge,2,0.75,0.924060096,8524,1.49E-05,-4.825500859
160,14,4,exhilarate,-2.761960365,noknowledge,1,0.9125,-2.933721306,16,2.81E-08,-7.552024317
160,14,5,infuriate,-1.455588795,knowledge,2,0.8375,-4.456536322,168,2.95E-07,-6.530835018
160,14,6,perplex,-2.477572818,knowledge,2,0.8625,-2.957518962,60,1.05E-07,-6.977993049
160,14,7,sadden,-0.588779153,knowledge,1,0.9625,-2.178746147,41,7.19E-08,-7.143360443
160,14,8,unsettle,-4.240774532,knowledge,2,0.875,-5.364597877,193,3.38E-07,-6.470586991
161,15,1,annoy,-0.256532897,knowledge,3,0.9125,-3.690193752,677,1.19E-06,-5.925555631
161,15,2,claim,-3.870738107,knowledge,3,0.4875,4.805822981,37469,6.57E-05,-4.182472197
161,15,3,determine,-2.271347473,knowledge,5,0.7,1.384427885,37330,6.55E-05,-4.18408631
161,15,4,fascinate,-2.179070306,knowledge,3,0.875,-0.903657144,301,5.28E-07,-6.277577804
161,15,5,insist,-0.932945572,noknowledge,3,0.625,0.952022663,8810,1.54E-05,-4.811168391
161,15,6,persuade,1.655727873,noknowledge,2,0.5875,-2.199087132,5756,1.01E-05,-4.996023515
161,15,7,satisfy,-2.077210831,noknowledge,3,0.875,-4.529568896,6333,1.11E-05,-4.954534812
161,15,8,upset,0.169168755,noknowledge,4,0.975,-2.828013868,10479,1.84E-05,-4.735824459
162,15,1,annoy,-0.256532897,knowledge,6,0.9125,-3.690193752,677,1.19E-06,-5.925555631
162,15,2,claim,-3.870738107,knowledge,5,0.4875,4.805822981,37469,6.57E-05,-4.182472197
162,15,3,determine,-2.271347473,knowledge,7,0.7,1.384427885,37330,6.55E-05,-4.18408631
162,15,4,fascinate,-2.179070306,knowledge,5,0.875,-0.903657144,301,5.28E-07,-6.277577804
162,15,5,insist,-0.932945572,noknowledge,6,0.625,0.952022663,8810,1.54E-05,-4.811168391
162,15,6,persuade,1.655727873,noknowledge,5,0.5875,-2.199087132,5756,1.01E-05,-4.996023515
162,15,7,satisfy,-2.077210831,noknowledge,4,0.875,-4.529568896,6333,1.11E-05,-4.954534812
162,15,8,upset,0.169168755,noknowledge,6,0.975,-2.828013868,10479,1.84E-05,-4.735824459
163,15,1,annoy,-0.256532897,knowledge,2,0.9125,-3.690193752,677,1.19E-06,-5.925555631
163,15,2,claim,-3.870738107,knowledge,1,0.4875,4.805822981,37469,6.57E-05,-4.182472197
163,15,3,determine,-2.271347473,knowledge,6,0.7,1.384427885,37330,6.55E-05,-4.18408631
163,15,4,fascinate,-2.179070306,knowledge,6,0.875,-0.903657144,301,5.28E-07,-6.277577804
163,15,5,insist,-0.932945572,noknowledge,2,0.625,0.952022663,8810,1.54E-05,-4.811168391
163,15,6,persuade,1.655727873,noknowledge,2,0.5875,-2.199087132,5756,1.01E-05,-4.996023515
163,15,7,satisfy,-2.077210831,noknowledge,1,0.875,-4.529568896,6333,1.11E-05,-4.954534812
163,15,8,upset,0.169168755,noknowledge,2,0.975,-2.828013868,10479,1.84E-05,-4.735824459
164,15,1,annoy,-0.256532897,knowledge,6,0.9125,-3.690193752,677,1.19E-06,-5.925555631
164,15,2,claim,-3.870738107,knowledge,3,0.4875,4.805822981,37469,6.57E-05,-4.182472197
164,15,3,determine,-2.271347473,knowledge,5,0.7,1.384427885,37330,6.55E-05,-4.18408631
164,15,4,fascinate,-2.179070306,knowledge,6,0.875,-0.903657144,301,5.28E-07,-6.277577804
164,15,5,insist,-0.932945572,noknowledge,4,0.625,0.952022663,8810,1.54E-05,-4.811168391
164,15,6,persuade,1.655727873,noknowledge,2,0.5875,-2.199087132,5756,1.01E-05,-4.996023515
164,15,7,satisfy,-2.077210831,noknowledge,3,0.875,-4.529568896,6333,1.11E-05,-4.954534812
164,15,8,upset,0.169168755,noknowledge,5,0.975,-2.828013868,10479,1.84E-05,-4.735824459
165,15,1,annoy,-0.256532897,knowledge,3,0.9125,-3.690193752,677,1.19E-06,-5.925555631
165,15,2,claim,-3.870738107,knowledge,2,0.4875,4.805822981,37469,6.57E-05,-4.182472197
165,15,3,determine,-2.271347473,knowledge,5,0.7,1.384427885,37330,6.55E-05,-4.18408631
165,15,4,fascinate,-2.179070306,knowledge,7,0.875,-0.903657144,301,5.28E-07,-6.277577804
165,15,5,insist,-0.932945572,noknowledge,1,0.625,0.952022663,8810,1.54E-05,-4.811168391
165,15,6,persuade,1.655727873,noknowledge,5,0.5875,-2.199087132,5756,1.01E-05,-4.996023515
165,15,7,satisfy,-2.077210831,noknowledge,3,0.875,-4.529568896,6333,1.11E-05,-4.954534812
165,15,8,upset,0.169168755,noknowledge,6,0.975,-2.828013868,10479,1.84E-05,-4.735824459
166,15,1,annoy,-0.256532897,noknowledge,5,0.9125,-3.690193752,677,1.19E-06,-5.925555631
166,15,2,claim,-3.870738107,noknowledge,4,0.4875,4.805822981,37469,6.57E-05,-4.182472197
166,15,3,determine,-2.271347473,noknowledge,5,0.7,1.384427885,37330,6.55E-05,-4.18408631
166,15,4,fascinate,-2.179070306,noknowledge,6,0.875,-0.903657144,301,5.28E-07,-6.277577804
166,15,5,insist,-0.932945572,knowledge,6,0.625,0.952022663,8810,1.54E-05,-4.811168391
166,15,6,persuade,1.655727873,knowledge,1,0.5875,-2.199087132,5756,1.01E-05,-4.996023515
166,15,7,satisfy,-2.077210831,knowledge,3,0.875,-4.529568896,6333,1.11E-05,-4.954534812
